Readout,Condition,Metric,DenominatorGate,DenominatorLabel,LineageGate,n,k,kw_stat,kw_p,kw_p_adj
CCR6- CXCR3+,GAG,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD8,29,3,2.1332433084157145,0.34416927842222167,0.6773353180409958
CCR6+ CXCR3-,GAG,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD8,29,3,2.071704846877253,0.3549237066534818,0.6773353180409958
CD45RO- CD27-,GAG,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD8,29,3,0.9360781617987701,0.6262290495848458,0.857751199922237
CCR6- CXCR3-,GAG,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD8,29,3,0.9308319266940117,0.6278738783430775,0.857751199922237
IL-21,GAG,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD8,29,3,0.7013852698428189,0.7042001671346897,0.8891416251700627
IL-17a,GAG,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD8,29,3,0.5451065318027661,0.7614328696868494,0.9282020072370907
CCR6+ CXCR3+,GAG,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD8,29,3,0.5038823245719755,0.7772904707179513,0.9339702676716158
CD45RO+ CD27+,GAG,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD8,29,3,0.48532812346559573,0.7845350248441573,0.9339702676716158
TNFa,GAG,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD8,29,3,0.38938937386830763,0.823085918582763,0.9526457391004202
IFNy,GAG,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD8,29,3,0.36745599228358117,0.832162124353728,0.9587121248314838
PD-1,GAG,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD8,24,3,0.24436363636363012,0.8849874470652943,0.9696514431691373
HLA-DR+ CD38+,GAG,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD8,29,3,0.18750904268145518,0.9105062446617609,0.9696514431691373
CD45RO- CD27+,GAG,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD8,29,3,0.09782973862796894,0.9522621929817247,0.9724599833745559
CD45RO+ CD27-,GAG,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD8,29,3,0.05108271039304668,0.9747820658282682,0.9747820658282682
TNFa,GAG,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,gd TCR,29,3,7.751299734748017,0.020740854688262162,0.26001542117791526
IL-22,GAG,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,gd TCR,29,3,7.662239141529091,0.02168532377963989,0.26001542117791526
IFNy,GAG,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,gd TCR,29,3,5.6809838437424816,0.0583969321695416,0.37907641334623837
CCR6+ CXCR3-,GAG,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,gd TCR,29,3,5.119305522064138,0.07733158832263262,0.37907641334623837
IL-2,GAG,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,gd TCR,29,3,4.867328581740987,0.08771483033571452,0.41214110555549327
CD107a,GAG,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,gd TCR,29,3,4.530037885248535,0.10382806774609314,0.4324769107290041
CCR6+ CXCR3+,GAG,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,gd TCR,29,3,3.8668531468531455,0.14465168867325612,0.5114766207496915
CCR6- CXCR3+,GAG,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,gd TCR,29,3,3.855741499879443,0.14545758455726351,0.5114766207496915
IL-21,GAG,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,gd TCR,29,3,2.818499854420035,0.24432647708278946,0.6179504048808382
IL-17a,GAG,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,gd TCR,29,3,0.8986057057010534,0.6380728272542653,0.8622605773706288
HLA-DR+ CD38+,GAG,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,gd TCR,29,3,0.5926211719315262,0.7435564539540339,0.9205483444267946
CCR6- CXCR3-,GAG,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,gd TCR,29,3,0.46657259961029374,0.7919268125729246,0.9383019106314273
PD-1,GAG,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,gd TCR,24,3,0.45503030303029846,0.7965103530673836,0.9392810767304053
CCR6- CXCR3- / CCR4+,MED,Freq. of Grandparent,Proliferating,Freq. of Grandparent: Proliferating,CD4,37,3,2.6028215797597474,0.27214757902480036,0.6539757390408297
CCR6+ CXCR3- / CD161+,MED,Freq. of Parent,CCR6+ CXCR3-,Freq. of Parent: CCR6+ CXCR3-,CD4,37,3,2.470013100297165,0.29083285736318415,0.6773353180409958
CCR6- CXCR3- / CCR4+,MED,Freq. of Parent,CCR6- CXCR3-,Freq. of Parent: CCR6- CXCR3-,CD4,37,3,3.7154527920554483,0.15602697094120369,0.5200899031373456
CD45RO+ CD27+ / CXCR5+,MED,Freq. of Parent,CD45RO+ CD27+,Freq. of Parent: CD45RO+ CD27+,CD4,37,3,0.907588010427153,0.635213570453353,0.8622605773706288
IL-17a,MED,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD4,37,3,7.950326376547518,0.018776237182927757,0.26001542117791526
CCR6+ CXCR3-,MED,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD4,37,3,7.6479056352831645,0.02184129537894488,0.26001542117791526
CCR6- CXCR3+,MED,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD4,37,3,6.942365559674234,0.031080247821892445,0.2967337485407783
IFNy,MED,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD4,37,3,4.149599003099319,0.12558160388616943,0.49055314018034935
TNFa,MED,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD4,37,3,4.020273258663337,0.13397036913629862,0.4983295538681143
IL-21,MED,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD4,37,3,3.9968937575030035,0.1355456386521271,0.4983295538681143
HLA-DR+ CD38+,MED,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD4,37,3,3.240689582265377,0.19783047712883844,0.5751957676132273
CCR6- CXCR3-,MED,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD4,37,3,2.7027146562750346,0.2588886252420394,0.6408134288169293
CD45RO+ CD27-,MED,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD4,37,3,2.456805766403292,0.2927597760525814,0.6773353180409958
IL-2,MED,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD4,37,3,2.259283796506153,0.32314895591055015,0.6773353180409958
CD45RO- CD27+,MED,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD4,37,3,1.8699265120968676,0.39260029095256904,0.6993204888045936
IL-22,MED,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD4,37,3,1.3773413614098273,0.502243267174028,0.7886211896509159
CD45RO- CD27-,MED,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD4,37,3,1.290964385754303,0.5244096145507144,0.8030431038403912
CCR6+ CXCR3+,MED,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD4,37,3,0.7710771364022264,0.6800842657960822,0.878660541605809
PD-1,MED,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD4,31,3,0.7041573227531472,0.7032248031695847,0.8891416251700627
CD45RO+ CD27+,MED,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD4,37,3,0.4244115854022965,0.8087982356651636,0.9469523208398809
IL-17a,MED,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD8,37,3,5.623333543943895,0.06010472798065054,0.37907641334623837
IL-22,MED,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD8,37,3,5.565103936311358,0.06188038892454638,0.37907641334623837
CCR6+ CXCR3-,MED,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD8,37,3,5.265191634458272,0.0718916023566138,0.37907641334623837
CD107a,MED,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD8,37,3,5.1249580130949255,0.07711333882654259,0.37907641334623837
CCR6- CXCR3+,MED,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD8,37,3,4.688341502014347,0.09592671629029258,0.4208676019106695
CCR6+ CXCR3+,MED,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD8,37,3,4.465105744900196,0.10725427386079302,0.4324769107290041
TNFa,MED,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD8,37,3,2.815376286948533,0.24470836033281196,0.6179504048808382
CD45RO+ CD27-,MED,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD8,37,3,1.455435977509681,0.4830099675684395,0.7763842350644469
IL-21,MED,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD8,37,3,1.1663430373990364,0.5581254513289993,0.8159728820599405
IL-2,MED,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD8,37,3,0.9789950851649017,0.6129342902062027,0.8512636672413784
PD-1,MED,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD8,31,3,0.9719720518666937,0.6150904025677564,0.8512636672413784
HLA-DR+ CD38+,MED,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD8,37,3,0.821719994411065,0.6630797581216815,0.8729291742659621
CD45RO+ CD27+,MED,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD8,37,3,0.5722533679189894,0.7511674490522643,0.9205483444267946
CCR6- CXCR3-,MED,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD8,37,3,0.5361812774902386,0.7648384539633628,0.9282020072370907
CD45RO- CD27+,MED,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD8,37,3,0.39241090230841846,0.8218433686632506,0.9526457391004202
IFNy,MED,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD8,37,3,0.08418223075580922,0.9587824167702197,0.9724599833745559
CD45RO- CD27-,MED,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,CD8,37,3,0.07645476426446332,0.9624940620554839,0.9724599833745559
TNFa,MED,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,gd TCR,37,3,6.991214124341056,0.030330330450520394,0.2967337485407783
CCR6+ CXCR3-,MED,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,gd TCR,37,3,5.7167922770768165,0.057360685120671176,0.37907641334623837
IFNy,MED,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,gd TCR,37,3,5.467492260061917,0.06497542678472666,0.37907641334623837
CCR6- CXCR3-,MED,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,gd TCR,37,3,5.364015481711355,0.068425635205889,0.37907641334623837
CCR6+ CXCR3+,MED,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,gd TCR,37,3,3.8437189954217814,0.14633460012660893,0.5114766207496915
PD-1,MED,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,gd TCR,31,3,3.2929101259272073,0.19273192158695798,0.5751957676132273
IL-22,MED,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,gd TCR,37,3,2.908322328931574,0.2335962305585609,0.6179504048808382
IL-2,MED,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,gd TCR,37,3,2.4108420698134863,0.2995658452797112,0.6773353180409958
CD107a,MED,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,gd TCR,37,3,2.38336301803794,0.3037101431150901,0.6773353180409958
CCR6- CXCR3+,MED,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,gd TCR,37,3,2.355008638504029,0.30804656596077357,0.6773353180409958
IL-21,MED,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,gd TCR,37,3,2.337182748352283,0.3108044402176431,0.6773353180409958
HLA-DR+ CD38+,MED,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,gd TCR,37,3,1.2310505994716578,0.5403569713689467,0.8030431038403912
IL-17a,MED,Freq. of Parent,Proliferating,Freq. of Parent: Proliferating,gd TCR,37,3,0.1499931250660148,0.927746675421646,0.9710992725092099
