"","g0","g1","g2","g3","g4","g5","g6","g7","g8","g9","g10","g11","g12","g13","g14","g15","g16","g17","g18","g19","g20","g21","g22","g23","g24","g25"
"TRAV1-2",0.1071,0,0.4767,0.0107,0.199,0.1166,0.7248,0.1779,0,0.1159,0.1591,0.0117,0.1196,0,0.2947,0.0715,0,0.8207,1,0,0.1542,0,0.13,0.1174,0.1887,0
"TRDV1",0.0516,2e-04,0.0706,0.2541,0.0477,0.0445,0.1266,0.0441,0,0.0314,0.0449,0,0.074,0.0055,0.0723,1,0.0022,0.1767,0.0777,0,0.0984,0,0.0326,0.0505,0.0391,0
"TRDC",0.03,0.0015,0.0183,0.7121,0.0275,0.0167,0.0391,0.0313,6e-04,0.0102,0.0352,0.0019,0.025,0.01,0.0791,1,0,0.383,0.1587,0.7457,0,0.0064,0.5294,0.182,0.033,0
"TRAC",0.6022,0.047,0.8634,0.2011,0.5131,0.5831,0.849,0.944,0.0711,0.4367,0.4655,0.1046,0.9407,0.0312,0.636,0.6703,0.0356,0.5876,1,0.0211,0.4606,0,0.3336,0.6527,0.6176,0.031
"GZMH",9e-04,8e-04,0.0045,0.9344,4e-04,4e-04,1,0.0034,0.0014,6e-04,0.0323,0.0015,0,0.0096,0.2771,0.0088,0.0019,0.5783,0.6453,0.3642,0,0.0088,0.0035,0.2943,0.0144,0.015
"GZMB",9e-04,0.0015,0.0045,1,5e-04,0.001,0.9089,0.0018,0.0019,2e-04,0.032,0.0013,0.0016,0.0102,0.2432,0.0089,0.0027,0.5451,0.5495,0.7531,0.0016,0.3664,0.0109,0.367,0,0.0284
"BATF",0.7062,0.0413,0.1699,0.3998,0.6362,0.5555,0.8535,0.86,0,0.8174,0.5895,0.2293,1,0.1639,0.552,0.0682,0.0569,0.4492,0.7506,0.1402,0.2084,0.0037,0.2541,0.4366,0.5437,0.1442
"IFI27",0.0132,0.0146,0.0097,0.1929,0.0073,0.0184,0.2269,0.0862,0.0197,0.0083,0.0215,0.0513,0.0289,1,0.0923,0.0258,0.0144,0.1382,0.1744,0.0323,0,0.2627,0,0.0599,0,0.0232
"TCL1A",5e-04,0.8713,5e-04,4e-04,7e-04,9e-04,0,5e-04,1,0,0.0085,0.1767,0.0011,0.0097,0.0957,0,0.4108,0,0,0,0,0.1971,0,0,0.2141,0
"HSP90AA1",0.1017,0.3737,0.2332,0.8584,0,0.1148,0.7987,0.4337,0.5967,0.3456,0.1647,0.576,0.1203,0.6622,0.4197,0.4752,0.8325,1,0.9684,0.7766,0.0323,0.9876,0.3689,0.2756,0.3361,0.6517
"IGHA1",8e-04,0.1106,8e-04,0.0017,0.0015,0.0016,0.0033,0.0015,0.0649,8e-04,0.0039,0.2859,7e-04,0.0027,0.0177,0.0026,0.0574,0.0023,0.0041,0.0263,0,0.0093,0.0031,0,0.0272,1
"IGHG1",8e-04,0.0065,0.0011,8e-04,5e-04,7e-04,0.0011,5e-04,0.0029,0.001,4e-04,0.1132,0.0012,0.003,0.0026,6e-04,0.005,0.001,0.0012,6e-04,0.0012,0.0113,0,0.0183,0,1
"IGHD",8e-04,1,0.0018,0.0011,8e-04,5e-04,6e-04,9e-04,0.9221,6e-04,0.0079,0.6829,0.0015,0.0221,0.1347,0.0027,0.6163,0.0034,0,0,0.003,0.044,0,0.0292,0.2396,0.1374
"IGHM",0,1,0.0014,0.002,7e-04,8e-04,0.001,0.0012,0.9303,0.0014,0.0105,0.801,0.0034,0.0218,0.1321,0.0049,0.5989,0.0027,0.0043,0.0023,0.0035,0.3238,6e-04,0.0159,0.3239,0.9016
"HBA2",0.282,0.4957,0.2675,0.4326,0.361,0.547,0.5822,0.3147,0.3257,0.1553,0.4563,1,0.3311,0.8284,0.8468,0.241,0.7547,0.627,0.4127,0.2671,0.2752,0.0752,0.332,0.5826,0,0
"HBA1",0.2555,0.4692,0.1985,0.4516,0.3326,0.5035,0.5818,0.3282,0.2551,0.1344,0.4611,0.9737,0.3336,0.7316,1,0.2632,0.7858,0.6348,0.2075,0.1799,0.2514,0.1851,0.4387,0.5969,0,0
"CD19",4e-04,0.7652,5e-04,0.0062,0.0012,0.0014,0,7e-04,0.786,0,0.0084,1,0,0.0232,0.102,0,0.6674,0,0.0026,0.0017,0,0.007,0,0.0142,0.3391,0.3326
"MAF",0.0206,0.0018,0.0046,0.3111,0.0095,0.0182,0.4206,0.7804,0.0011,0.0132,0.0338,0.0044,0.155,0.1506,0.1613,0.0267,0,0.6229,0.3214,0.1224,0.0072,0.018,1,0.2286,0.2162,0
"IRF8",0.0032,0.5521,0.009,0.1164,0.0071,0.0032,0.0139,0.007,0.5556,0.0058,0.018,0.5063,0.0023,0.3083,0.0853,0.0409,0.7524,0.0684,0.022,0.1738,0,1,0.0032,0.0315,0.1268,0.1201
"ITGAE",0.1061,0.1827,0.2313,0.3271,0.0627,0.1198,0.2228,0.1009,0.1778,0.0786,0.0044,0.1956,0.0803,0.0113,0.2218,0.4539,0,0.4141,0.6439,0.2586,0.0954,1,0.3812,0.3498,0.0411,0.1281
"CD68",0.0015,0.009,0.0039,0.005,0.0018,0.0028,0.0058,0.0035,0.0135,0.0024,0.0089,0.0412,0.0024,1,0.0217,0.0016,0.0067,0.0043,0.0155,0.0073,0.0019,0.4377,0.0073,0,0.0156,0.0625
"CCL5",0.0011,4e-04,0.0345,0.9264,5e-04,6e-04,1,0.0185,0.0016,0.0016,0.0366,0.0058,1e-04,0.0359,0.323,0.2452,0.0066,0.7919,0.8681,0.2715,0,0.0079,0.0025,0.3197,0.0482,0.0375
"CCL3",0.0019,0.0026,0.0025,0.2062,0.0016,0.0014,0.0717,0.0015,0.0274,0.0016,0.0195,0.0184,0.0021,1,0.041,0.0047,0.0156,0.2226,0.047,0.0101,0.0026,0.0316,0,0.063,0,0.0195
"CCL4",0.0018,0.0058,0.0034,0.8766,0.0021,7e-04,0.7072,0.0034,0.0765,0.0013,0.0381,0.0307,0,0.6871,0.2203,0.0113,0.0619,1,0.386,0.0333,0.0025,0.0089,7e-04,0.3423,0.0267,0.0333
"CCL4L2",0.0042,0.0094,0.0058,0.5076,0.0045,0.0033,0.4049,0.0043,0.1718,0.0039,0.0303,0.076,9e-04,1,0.0852,0.0144,0.0819,0.9715,0.1395,0.007,0.0037,0.0572,0.0082,0.0706,0,0
"CCR7",0.9881,0.878,1,0.0012,0.9138,0.996,0,0.7432,0.6725,0.9329,0.6701,0.6334,0.8013,0.0636,0.6416,0.4787,0.6946,0.0726,0.2502,0.4086,0.8594,0.345,0.2464,0.5822,0.8116,0.0735
"SLC4A1",0.0748,0.0496,0.0557,0,0.162,0.1389,0.0975,0.2133,0.0492,0,0.225,0.5246,0,0.2402,0.5178,0.182,1,0.2758,0.5221,0,0,0,0,0,0,0
"TBX21",0.0014,0.0076,0.0054,1,7e-04,9e-04,0.8743,0.0628,0.0024,0.0024,0.0341,0.0685,0.0055,0.0115,0.2337,0.1513,0.0239,0.6818,0.57,0.3581,0,0.0104,0.0232,0.3291,0,0.0587
"CD79B",0.0035,1,0.0015,0.0245,0.0055,0.003,0.0088,0.0125,0.9173,0,0.0082,0.8965,0.0112,0.0844,0.1239,0.0014,0.3201,0.012,0.013,0.0155,0.0041,0.0043,0.0142,0.0344,0.2754,0.2069
"TCF4",0.0378,0.8073,0.0193,0.0176,0.0318,0.0453,0.0072,0.0025,0.9516,0.0196,0.0272,0.7407,0.0334,0.0907,0.1258,0.0069,0.7479,0,0.0098,0.0771,0.048,1,0.0085,0.074,0.327,0.3828
"BCL2",0.1645,1,0.2916,0.0481,0.1426,0.1513,0.0474,0.1448,0.6139,0.2624,0.2302,0.9246,0.4339,0.1566,0.265,0.2764,0.7764,0.0803,0.1462,0,0.126,0.1212,0.0704,0.1684,0.4909,0.3467
"GZMM",0.3518,0,0.4437,1,0.3119,0.3777,0.9201,0.2559,6e-04,0.2331,0.2966,0.0053,0.2288,0.027,0.4268,0.5089,0.0055,0.9629,0.9643,0.7114,0.2929,0.002,0.1144,0.516,0.1158,0.0313
"DNAJB1",0.2869,4e-04,0.2961,0.3732,0.3558,0.3102,0.3625,0.4472,0.0035,0.3243,0.523,0,0.4514,0.5066,0.337,0.3249,0.6073,1,0.598,0.1317,0.2958,0.2235,0.0982,0.203,0.2414,0.1296
"KLF2",0.9614,0.364,0.8276,0.5185,0.9905,0.9669,0.5889,0.87,0.3479,0.5689,0.89,0.4429,0.9067,0.2806,0.706,0.7433,0.6849,0.6426,0.5321,0.3063,1,0,0.4456,0.764,0.6881,0.4567
"TYROBP",0.0011,0.0021,0.001,0.5807,8e-04,0.0012,0.027,0.0016,0.0035,8e-04,0.0183,0.0072,4e-04,1,0.0541,0.0148,0.0028,0.1018,0.0399,0.6973,8e-04,0.6831,0.0567,0.2113,0,0.0072
"CD79A",0.0037,0.9954,0.0303,0.0012,0.0043,0.0035,1e-04,0.0233,1,7e-04,0.0129,0.933,0.0172,0.0225,0.1357,0.0357,0.7235,0,0.007,0.0022,0.0058,0.0187,0.0183,0.0046,0.2543,0.3564
"NKG7",0.0014,9e-04,0.0219,1,9e-04,0.0017,0.9617,0.0086,0.0016,9e-04,0.0326,0.0134,0.001,0.0682,0.2683,0.1998,0.0041,0.8452,0.7249,0.8089,0,0.0913,0.0486,0.3472,0.013,0.033
"TOX2",0.6612,0.0351,0.1495,0.0464,0.5697,0.6591,0.064,0.7931,0.1361,0.2405,0.2564,0.3695,0.4506,0.0072,0.3315,0.8193,0,0.0725,0.4907,0.1953,1,0.0635,0.103,0.3428,0.5417,0.1613
"MX1",0.1138,0.099,0.1186,0.3078,0.0626,0.0927,0.204,0.3882,0.27,0.0096,0,0.3626,0.2223,0.1876,0.1381,0.4025,0.0836,0.1485,0.4261,0.2835,0.0332,1,0.1932,0.2629,0.0868,0.5704
"IGLC2",0.0011,0.213,0.0025,8e-04,0.0019,0.003,0.0017,8e-04,0.179,0.0061,0.0047,0.2027,0.0027,0.0056,0.034,0.0019,0.1084,0.0063,4e-04,0.0023,0.0019,0.1546,0,0,0.0798,1
"XBP1",0.0846,0,0.0641,0.4005,0.0869,0.0909,0.2777,0.2064,0.0663,0.1203,0.0725,0.0672,0.0651,0.1608,0.1181,0.2373,0.0057,0.4393,0.1328,0.4672,0.1422,0.5161,0.6032,0.1382,0.1962,1
"IL3RA",0.0061,0.1546,0.0061,0.0036,0.0032,0.0056,9e-04,0.0129,0.2055,0.0027,0.0091,0.0623,0.0059,0.7818,0.0319,0.0073,0.1145,0.005,0.0034,0.0066,0.0054,1,0.0225,0,0.0179,0
"FOXP3",0.0031,0.001,0.0023,7e-04,0.0062,0.0037,0,0.0515,0,0.0048,0.0163,0,1,0.0069,0.029,0.002,0,0.0019,0.0028,0,0,0,0,0.0935,0.0226,0
"ALAS2",0.1026,0.2648,0.0923,0.31,0.1797,0.3692,0.2234,0.2293,0.139,0.0363,0.2299,0.8523,0.0898,0.5947,0.5365,0.0785,0.2357,0.3989,0.1412,0.36,0,0.1858,0.1264,1,0,0
"RORC",7e-04,9e-04,0.0038,0.0017,0,0,0,0.1386,0,0.003,0.004,0,0.0041,0,0.0102,0,0,0.7449,0.0056,0.0116,0.0243,0,1,0.1082,0,0
"S100A12",0,8e-04,7e-04,0.0023,9e-04,0.0012,0,9e-04,0,0,0.0059,0,0,1,0.0355,0,0.0011,0.0031,0.003,0,0,0.054,0,0,0,0
"FCER1A",4e-04,0,0,0,0,0,0,0,0,0,0,0.002,0,0.0063,0,0,0,0,0,0,0,1,0,0,0,0
"CD34",0.0014,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0117,0,0.0234,0,0,0,0,1,0,0,0,0
"MARCO",0,0,0,0,0,0,0,0.0048,0,0,0,0,0,1,0.0437,0,0,0,0,0,0,0.0364,0,0,0,0
"CXCR6",0.0017,0,8e-04,0.0649,0,0.0017,0.0226,0.1352,0,0,0.0033,0,0.0392,0,0.094,0.0099,0.0044,1,0.4362,0.1093,0,0,0.2303,0,0,0
"GP9",0,0.0052,0.0081,0,0,0.0184,0,0,0,0,0,0,0,0.2156,1,0,0,0,0,0,0,0.3012,0,0,0,0
"CYTL1",0.0017,0,0,0,0,0,0,0,0,0,0,0.0175,0,0,0.0084,0,0,0,0,0,0,1,0,0.2311,0,0
"KIT",0.0043,0.0135,0.0066,0.0055,0.0019,0.0026,0,0.0169,0.0371,0,0,0.001,0,0.0018,0.0202,0.027,0.0023,0.0281,0.0114,0.525,0.0089,0.1887,1,0,0,0
"PF4",0.0016,0.0076,0.0147,0.009,0.007,0.0075,0.0241,0.0044,0.0099,0.0104,0.0312,0,0,0.6104,1,0.019,0.0224,0.0382,0.0316,0.0926,0,0.0876,0,0,0,0
"GYPA",0,0,0,0,0,0.6458,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VCAN",6e-04,8e-04,7e-04,0.001,0.0011,0,0,0.0013,0.0014,0,0.0071,0.0019,0,1,0.025,0.003,0,0,0,0,0,0.2764,0.0117,0,0,0
"CSF2",0,0,0.0015,0.0399,0,0,0,0.0072,0,0,0.0065,0.0149,0,0.0699,0.0068,0,0,0.0073,0,1,0,0,0.3464,0,0,0
"CD14",5e-04,0,0.001,7e-04,3e-04,0,0.0012,0.0012,0,0.0036,0.0059,0,0.001,1,0.0204,0,0.0016,0,0,0.0028,0,0.05,0,0,0,0
"TREML1",0.0104,0,0,0,0,0,0,0.0191,0,0,0,0,0,0.2886,1,0,0,0,0,0,0,0.9752,0,0,0,0
"TRGC1",0.0313,0.0028,0.0741,0.6425,0.0352,0.0269,0.4561,0.1086,0.0067,0.0535,0.0535,0,0.0619,0.0324,0.1252,0.5358,0,1,0.2674,0.6958,0.0637,0,0.4199,0.2429,0,0
"B3GAT1",0,0,0.0028,0.7459,0,0,1,0.0139,0.0106,0,0.042,0.0131,0,0.0228,0.3196,0,0,0.6865,0.7092,0,0,0,0,0,0,0
"TRDV2",0.0021,3e-04,0.0024,0.0974,9e-04,0.0011,0.0136,0.005,0,0,0.0094,0,0,0.0016,0.027,0.0896,0.0022,1,0.0038,0.0041,0,0,0.0207,0,0,0
"CLEC10A",0,0,0,0,0,0,0,0,0,0,0,0,0,0.123,0,0,0,0,0,0,0,1,0,0,0,0
"ITGA2B",0.0142,0.0174,0.0254,0.0239,0,0.0077,0.0172,0.0112,0.0412,0.0181,0,0,0.0216,0.2538,1,0.0323,0.026,0,0.0254,0,0,0.2918,0,0,0,0
"LILRA4",2e-04,0.0025,0,3e-04,0,0,0,0,0.004,0,0,0.03,0,0.0328,0.001,0,0.0057,0,0,0,0,1,0,0,0,0
"KIR2DL3",0.0014,0,6e-04,1,6e-04,0,0.1852,0,0.001,0.0024,0.0199,0.0016,0,0.0198,0.0942,0.1077,0,0.1402,0.1474,0.1136,0,0,0,0.4689,0,0.106
"KIR3DL1",0,9e-04,0.0018,1,0,0,0.0535,0,0,0,0,0,0,0.005,0.0496,0.1122,0,0.0671,0.0641,0.2153,0,0,0,0.072,0,0
"NCR1",5e-04,5e-04,4e-04,1,6e-04,0,0.2201,0.0026,0.0012,0.0015,0.0064,0.0024,0,0.076,0.1097,0.0803,0.0075,0.1971,0.122,0.9244,0,0.0064,0.0101,0.332,0,0
"AVP",0.0069,0.0621,0.003,0,0.0029,0,0,0,0.3506,0.0153,0.0092,0.0068,0,0,0.0072,0.106,0.0636,0,0,0,0,1,0,0,0.1878,0
"TUBB1",0.0136,0.0322,0.0287,0.0151,0.0257,0.0059,0.0406,0.0138,0.0332,0.0058,0.0164,0.0342,0.0126,0.253,1,0.0353,0,0.0267,0.0098,0.0264,0,0.1348,0,0,0,0
"CLEC4C",0,0.001,0,0.0011,0,0,0,0,0.0106,0.0024,0,0.0026,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"NCR2",0,0.0022,0.002,0.0108,0.0041,0,0.0061,0,0,0,0,0,0.0129,0,0,0,0,0,0,0.1977,0,1,0.0482,0,0,0
